"filename", "language", "Properties", "JSON", "JavaScript", "HTML", "CSS", "Markdown", "SCSS", "comment", "blank", "total"
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.semanticui.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/jquery.dataTables.css", "CSS", 0, 0, 0, 0, 415, 0, 0, 30, 4, 449
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/jquery.dataTables.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.bootstrap.js", "JavaScript", 0, 0, 129, 0, 0, 0, 0, 26, 28, 183
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.bootstrap.min.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 4, 1, 12
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.bootstrap4.js", "JavaScript", 0, 0, 131, 0, 0, 0, 0, 26, 28, 185
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.bootstrap4.min.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 4, 1, 12
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.foundation.js", "JavaScript", 0, 0, 132, 0, 0, 0, 0, 17, 26, 175
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.foundation.min.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 4, 1, 10
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.jqueryui.js", "JavaScript", 0, 0, 112, 0, 0, 0, 0, 27, 26, 165
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.jqueryui.min.js", "JavaScript", 0, 0, 8, 0, 0, 0, 0, 4, 1, 13
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.semanticui.js", "JavaScript", 0, 0, 150, 0, 0, 0, 0, 29, 34, 213
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/dataTables.semanticui.min.js", "JavaScript", 0, 0, 8, 0, 0, 0, 0, 4, 1, 13
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/jquery.dataTables.js", "JavaScript", 0, 0, 6361, 0, 0, 0, 0, 6989, 1985, 15335
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/js/jquery.dataTables.min.js", "JavaScript", 0, 0, 166, 0, 0, 0, 0, 14, 1, 181
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/FixedColumns-3.3.0/css/fixedColumns.bootstrap.css", "CSS", 0, 0, 0, 0, 56, 0, 0, 0, 5, 61
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/FixedColumns-3.3.0/css/fixedColumns.bootstrap.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
